sentiment,tweet_content
1,may littl forward secretcountri imagin sex miranda lambert amp blake
0,ben amo bench england take serbia leg playoff euro
0,think go take trip raleigh saturday
-1,damn got cougar town cupcak go bring tomorrow share shouldnt eat alon
1,lucki colleg tuesday wednesday thursday next week go watch evanesc tuesday night
0,shorti wolf pussi friday next martin
1,mushu hurrican wear tressa rockstar bday foam guitar show last saturday kill
1,breath sigh relief queen nerd back look sjp tomorrow
1,listen elvi presley may someth rock roll
-1,hate watch movi like friday next bet mtv amp etc take bad languag fun
0,new today northern light get pay tomorrow
0,updat releas beatl love anniversari vinyl record releas octob
0,lil wayn get intim nicki minaj lip caught red hand nba allstar game exclus photosvideo
1,love movi kinda awkward watch thursday tho
0,uconn confirm press confer tomorrow gampel discuss futur men basketbal program
1,thank follow may need super rope cinch hunt ted nugent love check
0,tomorrow field get set duel start start nationwid practic truck noon
1,check amaz world music festiv organ consecut year rialto theatr limassol
0,good quickli punch tippett saga turn day wicket adelaid oval
1,love hair style friday jason show give stepbystep recreat look
1,comedi central tonight grown littl man serious funni glu
0,tweet updat warrior game tomorrow
1,thursday night footbal tampa bay buccan minnesota vike vimeo home highqual video
1,wwooo fasho know gotchu ima vega blud
1,true think time anoth deu playthrough releas friday week
0,di thursday wit crow nest calln whol souf kum kick wit
0,taiwan win visa free travel six taiwanes tourist arriv new york thursday first
0,departur ship arabian oryx port abu dhabi time nov utc time arrivaldepartur time vessel
-1,nfl commission roger goodel say may cancel pro bowl would care pro bowl
1,get wrong love bruno mar amaz grammi went adam best pop vocal mean cmon
0,rob kyle jacki show oct
1,also way zachari stuf mushroom spinach excel note opinion may outofd
0,rattlestick recommend imagin madoff check sunday jcc manhattan info
1,attent fan come worship august gmwa marriott florida ballroom tampa miss
0,plane amsterdam bet class tomorrow
1,see tonight yippe check church
0,henryvil resid still wait help march tornado
-1,bad news gibb saturday unless play lost start santo liabil cut shred
0,first heard farewel fairground singl whenev think album
1,arm hurt like crazi open hous tomorrow church tonight love much
1,factor home made goodi jacuzzi sacha baron cohen perfect saturday even
0,pakistan talk counterterror afghan pakistan foreign minist reveal thursday countri would soon hold
1,watney fire win cimb classic nick watney fire sunday ralli win cimb classic
0,sen john mccain call monday begin anoth war airstrik syria break news buzz
1,excit bold manor team prepar bolder arriv sunday via
-1,neighbor remov tree year old bother day schoolw may lay lorax bit
1,vote colleg game day visit texa get
1,hope head cowboy alien tonight hope abl get see need fun watch
0,rich bitch come game saturday iguana
1,life star til march parisnic start tour qatar feb quit jolli though
1,cycl fan tweep go win men race tomorrow reckon phillip gilbert tom boonen swoon
1,true fact christian base man win die call day death good friday
0,match kmw reserv saturday believ younger member daft enough go valley instead
0,phase two kick iron man trailer octob via
1,open today inbetween cowboy alien rememb super saver day
1,oxygen amp get rate monday night lol aint play game cant wait till tonight
0,yeah miss may backstag live
0,last saturday phbmate cebu perform britney hit base pictur
0,tomorrow play nirvana anoth act want tell
-1,heart throb might make better watch world courtney amp one stop
0,tuesday anniversari death elvi presley watercool elvi biggest sell singl
1,awesom respons guy correct answer sam gagner brendan smith put draw come thursday
1,haha brilliant morn kati happi friday bodg love draw
1,chillin traffic listen wiz taylor allderdic favorit mix tape actual may top period
1,hey come tallahasse saturday good decid
0,got one ticket michael jackson tribut gig sale oct detail pleas
1,exit friday offens tonga make name countri play fair
0,founder speak social media week friday read
0,today life like episod minut young cheer andi rooney
-1,ye seem quit mess bcfc hope beat spur tomorrow
0,redskin starter sit tonight tampa bay play long beck
0,chanot may want travel christma phuket bali
-1,wisdom run phoni republican tonight six dem winner six repub loserstob
1,think becom jet fan last month game birthday
1,yeah netflix think still like futurist action concept even today
0,take cue enril cueva besid may stem cell
0,ouch yeah see laker tomorrow like enough lol
0,kung panda indonesian subtitl tent schedul open tue august isk
1,happi new year anno domini shana tovah amp good jazz look forward chines new year feb
1,look start week success lot thought tonight mnf match man citi swansea
0,petey gettin start tomorrow night calgari game nbcsport set dvr get popcorn readi
1,good morn auburn famili today feel like good day beat nick saban bama everyth
1,raven jet eagl get right lol
0,harvey play royal albert hall first time octob
1,anoth center gagner good cheap line option afford keep kid
-1,nebraska land gesel top guy state get cmon
1,last sunday footbal nfl back babi
1,hook son anarchi thank good stop watch day view today
1,monday monday night footbal mind love footbal
1,got great shot march fourth march band tonight americaplatz fantast
0,call realiti fan invit realiti star join googl hangout sunday
1,octob see bacolod see sweet heart
1,almost year career lloyd robertson broadcast last sept join next
-1,said day soon sun gon shine could wrong valentin
-1,bjp drama hide fact say minist govern tuesday accus bharatiya janata parti bjp
0,may god wil make cure asap give long long lyf
0,mumford amp son ticket extra london arena show dec onsal
0,month away leav grade alradi know wat univers go go univers denver
0,looool plix leav ebuka alon birthday may christma valentin day
0,galaxi iii avail select store weekend metropc store websit monday ndjg
1,save date got surpris come way info monday
0,april amp dinner jacksonvil tomorrow night milford amp futur mr milford
0,watch nba playoff knick heat wednesday
0,smash melon thingrt okay noel gallagh play louisvil novemb go
-1,jealou ridicul adventur tonight sit home watch big brother
0,kevin rudd rent canberra mansion live hyatt herald sun kevin rudd rent canberra mansi
0,everybodi needa nov door open ppl wpolo amp leg spin maino mic
-1,sad month wait time still mean hrt would
0,due accidentstraff satnav took blackhal tunnel instead dartfordgot nice drive past olymp park though
0,continu assault indianapoli face tough miami defens sunday one rank third leagu yard
0,see tallahasse friday
0,explor work jeff carter writer photograph chronicl life bush come artscap aug
0,fox show watch move onto movi georg clooney thank may one planet never watch titan
1,sanchez cesc excel addit see much central def cover mascherano pep trust youngster
0,someon give lift pope piu school hillsborough tuesday night pleas anyon money involv
1,happi bday big boss happi birthday roman abramovich octob wish best
0,spc place part central amp eastern slight risk categori strong sever storm possibl damag wind thursday
1,good one better taylor allderdic tho
0,noth go chang wednesday acta went long can might well finish season whim
0,bois state may make brandon boykin day via
-1,final saw galaxi foam person saturday let say smmfh ugli ass shoe
-1,today white boy told nicki minaj best femal rapper beg differ sinc schizophren get recogn like
1,get procter psat homi tomorrow took three year partner lol
1,happi birthday roman abramovich treat nice present januari think radamel falcao would fit bill nice
0,ryan grant felix jone round hurri alreadi toni romo dez idk fjthere also steve
0,top ten striker premier leagu januari wishlist via
0,trey songz decemb fox theatr
-1,idc anymor everyon leav alon school tomorrow go piss
-1,cba work tomorrow
0,sinc tottenham game everton postpon start season man utd old trafford august
1,robert pattinson paid tribut bel ami costar uma thurman present award women hollywood
0,arriv ship mataf pride port abu dhabi time nov utc time arrivaldepartur time vessel appr
0,go get adelaid oval even get aami sunday afternoon crowd concern
0,still costum saturday dead rock star john belushi juliet jake blue guis
0,seuss theodor seuss geisel guy job
-1,red eye flight home sat night pst layov dalla cst along clock push back hour
1,stick colleg hoop amp pander rate acc team dook open game right around corner baybeee
-1,realli realli terri guilt well proven footag avail suarez punish strength evra word cmon
1,world music festiv return free smaller good news event annual world music festi
1,admir heart lauren may god watch rest world bless keep
